1,Kimberley,Fredy,TRDLFEM128F4228F19,1	
1,Kimberley,Fredy,TRCAPDC128F9304099,1	
1,Kimberley,Fredy,TRBAMZR128F425D4A2,1	
1,Kimberley,Fredy,TREVQLY128F92E7564,1	
1,Kimberley,Fredy,TREOPTO128F1485D8B,1	
1,Kimberley,Fredy,TRDPXUX12903CB91FD,1	
1,Kimberley,Fredy,TRBSMUH12903D09B87,1	
1,Kimberley,Fredy,TRCZFVZ128F9306B4B,1	
1,Kimberley,Fredy,TRCHXWM128F932A9ED,1	
1,Kimberley,Fredy,TRENXCL128F425FC60,1	
1,Kimberley,Fredy,TRBDORO128F9343426,1	
1,Kimberley,Fredy,TREUFWZ128F92F316A,1	
1,Kimberley,Fredy,TRDWZDJ12903D05E26,1	
1,Kimberley,Fredy,TRCTHPF128F14A5325,1	
1,Kimberley,Fredy,TRCWYQE128F4267F31,1	
1,Kimberley,Fredy,TRDXERY12903CBC279,1	
1,Kimberley,Fredy,TRCHQQA128F4269757,1	
1,Kimberley,Fredy,TREJQCG128F1459A0B,1	
1,Kimberley,Fredy,TRDDWZC128F4252EEC,2	
1,Kimberley,Fredy,TRCQGWU128F4236C3B,1	
1,Kimberley,Fredy,TRCNZFP128F4220536,1	
1,Kimberley,Fredy,TRBYKPM128F147C779,1	
1,Kimberley,Fredy,TRBVMPR12903CF391D,1	
1,Kimberley,Fredy,TRBWGEC12903CD642F,1	
1,Kimberley,Fredy,TRCLUAE128F4287E4B,1	
1,Kimberley,Fredy,TRAUHDJ128F4260191,1	
1,Kimberley,Fredy,TRBRPVM128F426074C,1	
1,Kimberley,Fredy,TRDXWSB128F934D524,1	
1,Kimberley,Fredy,TRCGFHN128F1459E50,1	
1,Kimberley,Fredy,TRCKEZK128F424EBD8,1	
1,Kimberley,Fredy,TRDPKPN128F146370F,1	
1,Kimberley,Fredy,TRBSVDY128F42633C4,1	
1,Kimberley,Fredy,TRBLQHQ128F429FA2F,1	
1,Kimberley,Fredy,TREAONS128F4240918,1	
1,Kimberley,Fredy,TRCYRCV12903C9E007,1	
1,Kimberley,Fredy,TREMIWQ128F149D951,1	
1,Kimberley,Fredy,TRDPSKF128F934B717,1	
1,Kimberley,Fredy,TRDXLLM128F425135C,1	
1,Kimberley,Fredy,TRDRCEB128F4270FD6,1	
1,Kimberley,Fredy,TRAWBJQ128F931AC8D,1	
1,Kimberley,Fredy,TRCYNJD128F9318877,1	
1,Kimberley,Fredy,TRBWXQV128F92F7E1D,1	
1,Kimberley,Fredy,TREJZEJ12903CCBB1B,1	
1,Kimberley,Fredy,TRAVJVQ12903CE09BC,1	
1,Kimberley,Fredy,TRCGORZ128F429800D,1	
1,Kimberley,Fredy,TRBSHLU12903CE85A2,1	
1,Kimberley,Fredy,TRCZJLV128F4288D8F,1	
1,Kimberley,Fredy,TREKBFV128F9304F60,1	
1,Kimberley,Fredy,TREDXBS128E0793786,1	
1,Kimberley,Fredy,TRCTUBM128F426047B,1	
1,Kimberley,Fredy,TRBWKLJ128F92E2265,1	
1,Kimberley,Fredy,TREWFUB12903CE433F,1	
1,Kimberley,Fredy,TRDLOFL128F4295FB4,1	
1,Kimberley,Fredy,TRCLMZF128E0781A81,1	
1,Kimberley,Fredy,TRDHCQV128F425E20D,1	
1,Kimberley,Fredy,TRDLJXG128F931C0FC,1	
1,Kimberley,Fredy,TRBKMXC128F42394D0,1	
1,Kimberley,Fredy,TRDRZEX128F14565FB,1	
1,Kimberley,Fredy,TREWXMZ128F92FE58A,1	
1,Kimberley,Fredy,TRCTOOS128F92E133A,1	
1,Kimberley,Fredy,TRDFTRV128F422D933,1	
1,Kimberley,Fredy,TRBVUZA128F42A78AA,1	
1,Kimberley,Fredy,TRDHFFS128F9322F9E,1	
1,Kimberley,Fredy,TRDPQFV128F9312FA2,1	
1,Kimberley,Fredy,TRCBGOO12903CF24B4,1	
1,Kimberley,Fredy,TRAXDSP128F931C1C1,1	
1,Kimberley,Fredy,TRBWPHG128F92FEDA0,1	
1,Kimberley,Fredy,TREEZLC12903CF4705,1	
1,Kimberley,Fredy,TRBOGCG12903CDA84F,1	
1,Kimberley,Fredy,TRDWBRD128F92E0EEC,1	
1,Kimberley,Fredy,TRAWXRW128F92F2686,1	
1,Kimberley,Fredy,TRDDZSA128F93368B8,1	
1,Kimberley,Fredy,TRBYAZN12903CB42B6,1	
1,Kimberley,Fredy,TRBUTLU12903CEB859,1	
1,Kimberley,Fredy,TRAVDUU128F424D590,1	
1,Kimberley,Fredy,TREGONJ12903CEA973,1	
1,Kimberley,Fredy,TRBFZFS128F1459553,1	
1,Kimberley,Fredy,TRCRHTK128F428BD3D,1	
1,Kimberley,Fredy,TRCWCKU128F931C647,1	
1,Kimberley,Fredy,TRDDELU12903CE18DD,1	
1,Kimberley,Fredy,TREFBOO128F934B8F1,1	
1,Kimberley,Fredy,TREVBAC128F930C4C1,1	
1,Kimberley,Fredy,TRBXDZD128EF3630EC,1	
1,Kimberley,Fredy,TREDGYR128F4291C30,1	
1,Kimberley,Fredy,TRBNIUA128F92FFE8D,1	
1,Kimberley,Fredy,TRDXCVU128F933F45A,1	
1,Kimberley,Fredy,TRDUWEJ128F931EF4B,1	
1,Kimberley,Fredy,TRCWSDU128F149182A,1	
1,Kimberley,Fredy,TRCQCYQ128F9309480,1	
1,Kimberley,Fredy,TRCXDNN128E0782E41,1	
1,Kimberley,Fredy,TRBMOXB128F145E9B7,1	
1,Kimberley,Fredy,TRCOJJS12903CE4725,1	
1,Kimberley,Fredy,TRCIJXI128F9321614,1	
1,Kimberley,Fredy,TRDQLDW128F4291656,1	
1,Kimberley,Fredy,TRBFGYJ128E0796A37,1	
1,Kimberley,Fredy,TRATYQE128F4293A7D,1	
1,Kimberley,Fredy,TRBBJAQ128F1495390,1	
1,Kimberley,Fredy,TRETTNK128F9304F64,1	
1,Kimberley,Fredy,TRDSZYW128F930AA4A,1	
1,Kimberley,Fredy,TRCBOTK128F931F205,1	
1,Kimberley,Fredy,TRBWUST128F933733C,1	
1,Kimberley,Fredy,TRDUMGP128F421A4C1,1	
1,Kimberley,Fredy,TRCGABP12903CF3B3F,1	
1,Kimberley,Fredy,TRCNWCO12903CD7765,1	
1,Kimberley,Fredy,TRDDXZL128F9315803,1	
1,Kimberley,Fredy,TRDEUPA128F4229A8D,2	
1,Kimberley,Fredy,TRBREAY128F92E9CED,1	
1,Kimberley,Fredy,TRCOFKQ128F92F3CDD,1	
